회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,2024년 매출액(원),sector_tag_en,sector_tag_ko,product_tags_en,product_tags_ko,OpenAI_Info,OpenAI_Hashtags,AI,Robotics,Defense,Environment,Bio,Longevity
한화플러스제4호스팩,455310,금융 지원 서비스업,-,2023-09-07,12월,김민철,http://hanwha-plus-no4spac.com,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"한화플러스제4호스팩은 한화그룹의 자회사로, 주로 스팩(SPAC, Special Purpose Acquisition Company) 형태로 기업 인수합병을 통해 성장 가능성이 있는 기업에 투자하는 회사입니다. 이 회사는 다양한 산업 분야에서 유망한 기업을 발굴하고, 그 기업의 가치를 극대화하는 것을 목표로 하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#스팩 #기업인수합병 #투자관리 #금융서비스 #자산운용",#스팩 #기업인수합병 #투자관리 #금융서비스 #자산운용,0,0,0,0,0,0
대신밸런스제16호스팩,457630,금융 지원 서비스업,기타 금융서비스업,2023-09-04,12월,정재중,,서울특별시,0,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"대신밸런스제16호스팩은 한국의 상장회사로, 주로 특수목적회사를 통해 다양한 투자 및 금융 서비스를 제공합니다. 이 회사는 주로 다른 기업의 인수합병이나 투자에 집중하며, 주식 시장에서의 거래를 통해 자본을 조달하는 역할을 수행합니다.

제공하는 제품과 서비스는 다음과 같습니다:

#투자 #인수합병 #금융서비스 #상장기업 #자본조달 #특수목적회사",#투자 #인수합병 #금융서비스 #상장기업 #자본조달 #특수목적회사,0,0,0,0,0,0
유안타제11호스팩,444920,금융 지원 서비스업,금융 지원 서비스업,2023-09-01,12월,임원현,,서울특별시,0,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"유안타제11호스팩은 한국의 특수목적 회사(SPAC)로, 주식시장에서 비상장 기업을 인수하여 상장시키는 것을 목표로 합니다. 이를 통해 투자자들에게 새로운 투자 기회를 제공하고, 비상장 기업에게는 자본 조달의 기회를 마련해줍니다.

이 회사가 제공하는 제품과 서비스는 다음과 같습니다:

#상장지원 #자본조달 #투자기회 #기업인수 #특수목적회사",#상장지원 #자본조달 #투자기회 #기업인수 #특수목적회사,0,0,0,0,0,0
크라우드웍스,355390,소프트웨어 개발 및 공급업,인공지능 데이터 구축 서비스,2023-08-31,12월,김우승,http://www.crowdworks.kr,서울특별시,"23,978,460,238",Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"크라우드웍스는 인공지능(AI) 및 머신러닝 모델의 학습을 위한 데이터 라벨링 서비스와 크라우드소싱 플랫폼을 제공하는 회사입니다. 다양한 산업 분야에서 데이터 수집 및 가공을 통해 고객의 요구에 맞는 맞춤형 솔루션을 제공합니다.

#데이터라벨링 #크라우드소싱 #AI학습데이터 #데이터가공 #모델훈련 #비즈니스솔루션",#데이터라벨링 #크라우드소싱 #AI학습데이터 #데이터가공 #모델훈련 #비즈니스솔루션,1,0,0,0,0,0
대신밸런스제15호스팩,457390,금융 지원 서비스업,금융 지원 서비스업,2023-08-30,12월,신진호,,서울특별시,0,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"대신밸런스제15호스팩은 한국의 스팩(SPAC, Special Purpose Acquisition Company)으로, 주로 유망한 기업을 인수하여 상장하는 목적을 가지고 설립된 투자회사입니다. 이 회사는 특정 산업에 속한 기업들과의 협력을 통해 성장 가능성을 모색합니다.

이 회사가 제공하는 제품과 서비스는 다음과 같습니다:

#스팩투자 #기업인수합병 #상장지원 #자본조달 #투자기회 #재무컨설팅",#스팩투자 #기업인수합병 #상장지원 #자본조달 #투자기회 #재무컨설팅,0,0,0,0,0,0
한국제12호스팩,458610,금융 지원 서비스업,기업인수합병,2023-08-30,12월,이연경,,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"한국제12호스팩은 주로 포장 및 물류 솔루션을 제공하는 회사로, 다양한 산업군에 맞춤형 포장재와 서비스를 제공합니다. 이 회사는 고객의 요구에 맞춘 혁신적인 포장 기술과 효율적인 물류 시스템을 통해 경쟁력을 높이고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:
#포장재 #상자 #완충재 #물류솔루션 #맞춤형포장 #배송서비스 #재고관리 #자동화포장시스템",#포장재 #상자 #완충재 #물류솔루션 #맞춤형포장 #배송서비스 #재고관리 #자동화포장시스템,0,0,0,0,0,0
시큐레터,418250,소프트웨어 개발 및 공급업,"SLE(이메일 보안), SLF(파일 보안)",2023-08-24,12월,정동진,http://www.seculetter.com/,경기도,"2,143,877,357",Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"시큐레터는 사이버 보안 및 정보 보호 솔루션을 제공하는 회사로, 기업과 개인의 데이터 안전을 강화하는 다양한 서비스를 제공합니다. 이 회사는 이메일 보안, 위협 탐지, 데이터 보호 등 여러 분야에서 혁신적인 기술을 활용하여 고객의 사이버 위협에 대응하고 있습니다.

#이메일보안 #위협탐지 #데이터보호 #사이버보안 #정보보호 #클라우드보안 #침해사고대응",#이메일보안 #위협탐지 #데이터보호 #사이버보안 #정보보호 #클라우드보안 #침해사고대응,0,0,0,0,0,0
스마트레이더시스템,424960,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",모빌리티 및 비모빌리티용 4D이미징레이다,2023-08-22,12월,김용환,http://www.smartradarsystem.com,경기도,"4,075,934,941",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"스마트레이더시스템(Smart Radar System)은 첨단 레이더 기술을 기반으로 다양한 산업 분야에 맞춤형 솔루션을 제공하는 기업입니다. 이 회사는 주로 교통, 보안, 드론 및 자율주행차 등에서 활용되는 레이더 시스템을 개발하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:
#교통레이더 #보안레이더 #자율주행레이더 #드론레이더 #스마트교통솔루션 #레이더데이터분석 #실시간모니터링 #무인항공기솔루션",#교통레이더 #보안레이더 #자율주행레이더 #드론레이더 #스마트교통솔루션 #레이더데이터분석 #실시간모니터링 #무인항공기솔루션,1,1,1,0,0,0
넥스틸,92790,1차 철강 제조업,"OCTG Pipe, Line Pipe, Standard Pipe, 일반관",2023-08-21,12월,홍성만,http://www.nexteel.co.kr,경상북도,"619,052,056,916",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"넥스틸(Nexteel)은 주로 강재 제품을 생산하는 회사로, 특히 고급 강철 및 특수 강재 분야에서 경쟁력을 갖추고 있습니다. 이 회사는 다양한 산업 분야에 필요한 강재 솔루션을 제공하며, 고객 맞춤형 제품 개발에도 힘쓰고 있습니다.

#강재 #특수강 #고급강철 #맞춤형제품 #산업용강재 #제조업 #설비투자 #품질경영",#강재 #특수강 #고급강철 #맞춤형제품 #산업용강재 #제조업 #설비투자 #품질경영,0,0,0,0,0,0
캔버스엔,210120,"영화, 비디오물, 방송프로그램 제작 및 배급업","방송영상 제작, 공급",2023-08-17,12월,오희갑,http://victents.com,서울특별시,"17,543,308,552",Other Industrials,기타산업,['Entertainment & Media'],['엔터테인먼트·미디어'],"'캔버스엔'은 디자인과 창작을 위한 다양한 솔루션을 제공하는 회사로, 주로 디지털 아트 및 그래픽 디자인 관련 서비스를 제공합니다. 이 회사는 사용자 친화적인 플랫폼을 통해 개인과 기업이 창의적인 프로젝트를 쉽게 수행할 수 있도록 지원합니다.

캔버스엔이 제공하는 제품과 서비스는 다음과 같습니다:

#디지털아트 #그래픽디자인 #디자인플랫폼 #창작툴 #사용자친화적인소프트웨어 #템플릿제공 #커스터마이징 #온라인디자인 #협업툴 #교육자료",#디지털아트 #그래픽디자인 #디자인플랫폼 #창작툴 #사용자친화적인소프트웨어 #템플릿제공 #커스터마이징 #온라인디자인 #협업툴 #교육자료,0,0,0,0,0,0
SK증권제10호스팩,457940,금융 지원 서비스업,기업인수합병,2023-08-11,12월,장희정,,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"SK증권제10호스팩은 SK증권이 설립한 특수목적회사(SPAC)로, 주로 유망한 비상장 기업을 인수하여 상장시키는 것을 목표로 합니다. 이는 투자자들에게 새로운 투자 기회를 제공하고, 기업에게는 자본 조달의 기회를 마련하는 역할을 합니다.

제공하는 제품과 서비스는 다음과 같습니다:

#특수목적회사 #비상장기업상장 #자본조달 #투자기회 #기업인수 #SPAC",#특수목적회사 #비상장기업상장 #자본조달 #투자기회 #기업인수 #SPAC,0,0,0,0,0,0
코츠테크놀로지,448710,컴퓨터 및 주변장치 제조업,"싱글보드컴퓨터(SBC), 군용 전시기 등",2023-08-10,12월,조지원,http://www.cotstech.com/,경기도,"51,299,936,158",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"코츠테크놀로지(Kotz Technology)는 첨단 기술 솔루션을 제공하는 회사로, 다양한 산업 분야에 걸쳐 혁신적인 제품과 서비스를 제공합니다. 이 회사는 주로 IoT(사물인터넷), 인공지능(AI), 데이터 분석 및 클라우드 컴퓨팅 분야에서 활동하고 있습니다.

#IoT솔루션 #인공지능서비스 #데이터분석툴 #클라우드컴퓨팅 #스마트홈기술 #산업자동화 #가상현실솔루션",#IoT솔루션 #인공지능서비스 #데이터분석툴 #클라우드컴퓨팅 #스마트홈기술 #산업자동화 #가상현실솔루션,1,0,1,0,0,0
큐리옥스바이오시스템즈,445680,의료용 기기 제조업,세포 전처리 자동화기기 등,2023-08-10,12월,김남용,http://curiox.co.kr/,서울특별시,"6,787,910,936",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"큐리옥스바이오시스템즈(CuriOx Biosystems)는 생명과학 및 생물의약 분야에서 혁신적인 솔루션을 제공하는 회사입니다. 이 회사는 연구와 개발을 통해 생물학적 시스템의 이해를 돕고, 다양한 생명과학 연구에 필요한 장비와 서비스를 제공합니다.

큐리옥스바이오시스템즈가 제공하는 제품과 서비스를 해시태그 형태로 정리하면 다음과 같습니다:

#생명과학장비 #생물의약솔루션 #연구개발지원 #분석기술 #고급실험기기 #자동화시스템 #데이터분석서비스 #생물학적시스템모델링",#생명과학장비 #생물의약솔루션 #연구개발지원 #분석기술 #고급실험기기 #자동화시스템 #데이터분석서비스 #생물학적시스템모델링,0,0,0,0,1,0
하나28호스팩,454750,금융 지원 서비스업,기업인수합병,2023-08-10,12월,오동호,,서울특별시,0,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"하나28호스팩은 한국의 기업으로, 혁신적인 기술과 서비스를 통해 다양한 산업 분야에 기여하고 있습니다. 주로 금융 및 투자 관련 서비스를 제공하며, 고객의 요구에 맞춘 솔루션을 개발하고 있습니다.

#금융서비스 #투자솔루션 #디지털금융 #자산관리 #핀테크 #스타트업지원",#금융서비스 #투자솔루션 #디지털금융 #자산관리 #핀테크 #스타트업지원,0,0,0,0,0,0
NICE평가정보,30190,기타 정보 서비스업,"개인 및 기업정보, 솔루션",2023-08-08,12월,김종윤,,서울특별시,"485,713,636,119",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"NICE평가정보는 신용평가 및 리스크 관리 분야에서 활동하는 기업으로, 기업의 신용정보를 제공하고 금융 및 비금융 분야에서의 의사결정을 지원합니다. 이 회사는 데이터 분석과 인공지능 기술을 활용하여 고객에게 다양한 솔루션을 제공합니다.

#신용정보 #신용평가 #리스크관리 #데이터분석 #AI솔루션 #금융서비스 #신용등급 #정보서비스",#신용정보 #신용평가 #리스크관리 #데이터분석 #AI솔루션 #금융서비스 #신용등급 #정보서비스,1,0,0,0,0,0
파두,440110,반도체 제조업,SSD 컨트롤러,2023-08-07,12월,"이지효,남이현",http://www.fadu.io/,서울특별시,"22,470,905,715",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"'파두'는 데이터 분석 및 AI 솔루션을 제공하는 회사로, 기업들이 더 나은 의사 결정을 할 수 있도록 지원합니다. 이 회사는 다양한 산업에 맞춤형 데이터 솔루션을 제공하여 고객의 비즈니스 성과를 향상시키는 데에 중점을 두고 있습니다.

#데이터분석 #AI솔루션 #맞춤형서비스 #비즈니스인사이트 #예측분석",#데이터분석 #AI솔루션 #맞춤형서비스 #비즈니스인사이트 #예측분석,1,0,0,0,0,0
엠아이큐브솔루션,373170,소프트웨어 개발 및 공급업,"스마트팩토리 솔루션, 제조지능화 솔루션",2023-08-04,12월,"박문원, 조영택",http://www.micube.co.kr,서울특별시,"24,152,183,801",Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"엠아이큐브솔루션은 데이터 분석 및 인공지능(AI) 솔루션을 제공하는 기업으로, 다양한 산업 분야에 맞춤형 기술을 개발하여 고객의 비즈니스 효율성을 높이는 데 기여하고 있습니다. 이 회사는 데이터 기반의 의사결정 지원과 혁신적인 IT 솔루션을 통해 고객의 경쟁력을 강화하는 것을 목표로 하고 있습니다.

#데이터분석 #인공지능 #AI솔루션 #비즈니스효율성 #맞춤형기술 #의사결정지원 #IT솔루션",#데이터분석 #인공지능 #AI솔루션 #비즈니스효율성 #맞춤형기술 #의사결정지원 #IT솔루션,1,0,0,0,0,0
